Id,company_rating,company_location,total_fleet_count,iata_approved
4322,0.97,Tonga,32,False
24578,1,Jersey,1,True
5902,1,Nicaragua,1,False
36261,0.9,Slovakia (Slovak Republic),2,False
26652,0.97,Pakistan,6,False
4928,0.5,Malta,1,False
42596,1,Brazil,1,False
579,0,Anguilla,1,False
27972,0.94,Brazil,27,False
7732,1,Guinea,1,True
21487,1,Tanzania,1,False
3237,1,Turkmenistan,2,True
40768,1,Anguilla,1,True
17511,0.88,Niue,1,False
27162,1,Isle of Man,1,False
45668,1,Malta,2,False
2393,1,Pakistan,1,False
49551,1,Maldives,1,False
38021,1,Bahrain,2,False
42471,1,Fiji,1,False
24728,1,Turkmenistan,3,True
21892,1,Micronesia,1,False
22816,1,Croatia,1,False
6191,1,Uzbekistan,2,True
43138,1,Cocos (Keeling) Islands,1,True
9867,1,Guernsey,1,True
42548,1,Lithuania,2,True
30954,1,Niue,1,False
43796,1,Niue,1,False
13756,1,Guinea,3,False
37091,0.75,Anguilla,1,False
28636,0.8,United Kingdom,2,True
1539,1,Micronesia,3,False
3942,1,Svalbard & Jan Mayen Islands,1,False
47046,1,Lebanon,9,False
8016,1,French Guiana,1,True
25524,1,Barbados,1,True
33235,0.7,France,2,True
20891,1,Niue,2,True
46148,1,Uganda,1,False
37980,0.75,Kiribati,1,False
27163,1,Korea,3,True
4175,1,Gambia,2,True
34018,1,French Guiana,1,False
16492,0.67,Marshall Islands,1,False
35527,1,Marshall Islands,13,False
22285,1,Rwanda,1,False
37012,1,Monaco,3,True
47090,1,Croatia,3,False
14402,1,Denmark,1,False
48916,1,Libyan Arab Jamahiriya,1,False
29116,1,El Salvador,19,True
29778,1,Chile,1,False
8398,1,Kenya,1,False
25706,1,Isle of Man,1,False
8728,1,Ecuador,1,False
44853,1,Lebanon,2,False
410,1,Bouvet Island (Bouvetoya),1,False
31724,1,Bouvet Island (Bouvetoya),1,False
26635,0,Tanzania,1,False
3122,1,Peru,1,False
34289,0.9,Sao Tome and Principe,1,True
8729,0.89,Svalbard & Jan Mayen Islands,1,False
3422,0.86,Niger,6,False
34660,1,Reunion,1,False
5570,1,Finland,1,True
46832,1,Niue,2,True
42470,1,Malawi,2,False
49189,1,Turks and Caicos Islands,3,False
30428,1,Turkmenistan,1,True
46354,1,Papua New Guinea,1,False
40869,1,Jersey,1,True
2994,1,El Salvador,1,True
6225,0.9,Barbados,7,False
46949,1,Tunisia,4,False
37524,1,Lebanon,1,False
36219,1,Brazil,1,True
35219,0.97,Tonga,4,False
15266,1,Bouvet Island (Bouvetoya),1,False
891,1,Chile,2,True
27231,1,Isle of Man,1,True
8758,1,Russian Federation,1,False
46332,1,Isle of Man,1,False
38696,1,Slovakia (Slovak Republic),1,False
9458,1,Reunion,2,False
45870,1,Puerto Rico,2,True
5231,1,Nicaragua,1,False
1003,1,Tonga,1,True
18993,1,Reunion,2,True
25148,0.5,Uzbekistan,1,True
31637,1,Estonia,1,False
12044,1,Switzerland,2,False
46443,0.75,Sao Tome and Principe,1,True
44459,0.89,Kenya,1,True
8951,1,Faroe Islands,1,False
37104,1,Bouvet Island (Bouvetoya),1,True
6856,1,Denmark,1,False
19409,1,Micronesia,1,False
26755,1,Russian Federation,2,True
47848,0.3,Uzbekistan,1,True
35135,1,Niue,1,False
23981,1,Nicaragua,1,False
2036,1,Slovakia (Slovak Republic),3,False
23332,1,Bosnia and Herzegovina,2,False
43540,0.72,Bosnia and Herzegovina,25,False
657,1,Marshall Islands,2,False
27233,1,Zimbabwe,1,True
20726,0,Niue,1,True
3989,1,Marshall Islands,1,True
22036,1,Mauritania,1,True
33450,1,Jersey,1,True
11844,0.75,Saint Helena,1,True
30336,1,Vietnam,2,True
26067,0.6,Reunion,1,False
26521,1,Vanuatu,1,False
22564,0.9,Portugal,1,False
31310,1,Kiribati,1,True
17087,0.5,Portugal,1,True
44237,1,Andorra,1,True
27428,1,Uzbekistan,2,False
8032,0.7,United Kingdom,1,True
20375,0.8,Mauritania,1,False
9169,0.9,Guernsey,1,False
36403,1,United Kingdom,1,True
13577,0.9,Brazil,2,False
14039,1,Sao Tome and Principe,1,False
16386,1,Uzbekistan,1,True
48107,1,Uganda,1,False
31563,1,Niue,3,False
23166,0.5,Faroe Islands,1,True
6407,0,Niue,3,False
49665,1,Libyan Arab Jamahiriya,1,False
49113,0.83,Barbados,1,True
21333,1,Faroe Islands,2,False
49012,1,Micronesia,1,True
44793,1,Guernsey,1,False
6832,1,Monaco,1,False
39625,1,Zimbabwe,1,True
19570,0,Greenland,1,False
26046,1,Namibia,2,False
12784,1,Malta,1,False
25251,1,El Salvador,2,False
30360,0,Moldova,1,False
1199,1,Spain,1,False
43620,1,Denmark,1,False
10741,1,Micronesia,2,False
50035,1,Tonga,1,False
30712,1,Faroe Islands,1,False
3804,1,Faroe Islands,1,False
22634,1,Gambia,3,False
23374,0,Togo,2,True
38494,1,Palestinian Territory,1,False
49904,1,Senegal,1,False
40954,0,Uganda,1,False
29258,1,Barbados,1,False
30949,1,Finland,1,False
9204,0.11,Russian Federation,1,True
13258,1,Micronesia,1,False
44045,1,Sao Tome and Principe,2,False
15394,1,Tunisia,2,True
15693,1,Vietnam,6,False
41341,1,Guinea,3,True
45739,0.8,Maldives,6,True
27967,0.67,Djibouti,1,True
9310,0.7,Gambia,1,False
12868,1,Tonga,1,False
41028,1,Micronesia,1,False
33748,0.3,Uzbekistan,3,True
226,1,Maldives,2,False
16808,1,Niue,1,False
48879,1,Russian Federation,1,True
998,0.6,Niue,1,True
33332,1,Puerto Rico,1,True
13556,1,Uzbekistan,1,False
23482,1,Niue,1,False
44973,1,Kiribati,1,False
17501,1,Cape Verde,1,False
30187,1,Marshall Islands,2,False
19934,1,Svalbard & Jan Mayen Islands,2,True
38831,0.65,Tanzania,8,True
45783,1,Nauru,1,True
4710,0.25,Guernsey,1,True
6654,1,Tonga,3,False
2262,1,Tonga,1,False
4178,1,Niue,1,True
12546,1,Lebanon,1,False
36320,1,Niue,1,False
25179,0,Zimbabwe,1,False
29768,1,Uganda,1,False
10554,0,Russian Federation,2,False
1582,1,Russian Federation,1,False
28408,1,Australia,1,False
26604,1,Turkmenistan,1,False
30172,1,Russian Federation,12,False
18679,1,Andorra,1,False
710,1,Kenya,1,True
47514,1,Philippines,1,False
33956,1,Lebanon,1,True
8592,1,Uganda,1,False
9633,1,Uruguay,1,False
25159,1,Peru,1,True
4945,0,Cape Verde,5,False
2515,1,France,1,True
43590,1,Costa Rica,9,False
17115,1,Gambia,2,True
26883,1,Guernsey,2,True
25549,1,Guinea,1,False
38520,1,Malta,1,True
29552,1,Jersey,1,False
24556,1,Zimbabwe,1,True
15535,1,Niue,1,False
24834,1,Maldives,1,True
35193,1,Kiribati,1,False
44982,0.5,Isle of Man,2,True
7254,0.88,Tonga,1,True
48041,1,Cocos (Keeling) Islands,1,True
19614,1,Tonga,5,True
36896,0.5,Turkmenistan,1,False
40090,1,Portugal,1,False
26495,0.75,Palestinian Territory,1,True
6145,1,Russian Federation,2,True
14459,0.4,Ukraine,1,False
5874,1,Guinea,1,False
46504,1,Barbados,1,False
33106,1,Nicaragua,1,True
48257,1,Kiribati,5,True
12542,0.98,Mauritania,19,True
41447,0,Andorra,3,False
27036,1,Marshall Islands,1,True
38163,1,Venezuela,3,False
30435,0.99,Cape Verde,41,False
25698,1,Monaco,1,False
7413,1,Cape Verde,1,True
35522,1,Kiribati,10,False
27171,1,Reunion,1,True
16113,1,Croatia,2,True
48599,1,Malawi,3,False
37207,0.8,Tonga,1,False
34525,1,Estonia,1,False
45592,1,Maldives,2,True
2019,1,Malta,7,False
15959,1,Russian Federation,2,True
29416,1,Anguilla,1,False
37662,1,Kenya,2,True
29277,1,France,1,False
8331,0.7,Uganda,2,False
48348,1,United Kingdom,1,True
7670,1,Isle of Man,1,True
37632,1,Costa Rica,2,False
17650,1,Tanzania,1,False
28520,1,Slovakia (Slovak Republic),2,True
41612,1,Montserrat,1,False
19327,0.9,Mauritania,1,False
4253,1,France,1,True
15548,1,Faroe Islands,1,True
28950,1,Mexico,2,True
3571,1,Bouvet Island (Bouvetoya),3,True
33699,1,Palestinian Territory,1,False
2104,1,Russian Federation,1,True
15689,0.96,Micronesia,1,False
21482,1,Russian Federation,1,True
39353,1,Lithuania,2,True
46844,1,Sao Tome and Principe,1,False
26904,1,Uganda,1,True
6966,1,Afghanistan,1,True
10173,0.83,Marshall Islands,2,True
3443,1,Jersey,1,False
44544,0,Gibraltar,2,False
7635,1,Kenya,1,True
30286,1,Montserrat,39,False
31058,1,Afghanistan,1,True
21323,1,Guinea,2,True
48954,1,Montserrat,8,True
11387,1,Uganda,2,False
2046,1,Niue,1,False
42971,1,Niue,1,False
26434,1,Tonga,1,False
34076,1,Niue,7,True
36506,0.7,Marshall Islands,2,False
33400,0.97,Zimbabwe,5,True
32824,1,Indonesia,1,True
3088,1,Jersey,1,False
714,1,Zimbabwe,1,False
14577,0.5,Niue,2,True
34663,1,French Guiana,1,True
12128,1,Djibouti,1,False
40999,1,Chile,2,False
10400,1,Paraguay,4,True
15861,1,Chad,1,True
6647,1,Senegal,2,True
9849,1,Isle of Man,2,False
14358,1,Maldives,9,False
49492,1,Jersey,1,True
22247,1,Slovakia (Slovak Republic),5,True
3274,0.86,Barbados,24,False
30224,1,Cuba,1,True
43819,1,Grenada,2,True
20495,1,Anguilla,1,False
29578,1,Chile,2,False
39149,1,Peru,1,False
10585,1,Niue,1,True
25674,0.7,Cocos (Keeling) Islands,1,False
17303,1,Russian Federation,5,True
45521,1,Isle of Man,1,False
41233,1,Zimbabwe,1,True
16624,1,Chile,1,True
3566,0.9,Turkmenistan,1,True
23972,1,Zimbabwe,2,True
17339,0.67,Niue,1,False
27671,1,Turkmenistan,1,False
40390,1,Marshall Islands,2,True
21938,0,Lithuania,1,False
15023,1,Tanzania,1,True
242,1,Denmark,1,False
40620,1,Guinea,2,False
1419,1,Maldives,1,True
39508,1,Jersey,1,True
45979,1,Guernsey,1,False
16733,1,Vanuatu,1,False
40557,1,Kenya,2,False
48955,1,Somalia,1,False
46675,1,Tonga,1,False
16267,1,Montserrat,1,False
5629,0.5,Sao Tome and Principe,1,False
6700,1,Guinea,7,False
3187,1,Tonga,2,True
32738,1,Vanuatu,1,False
15957,1,Nicaragua,1,False
24978,1,Christmas Island,1,True
26905,0.5,Puerto Rico,2,False
9611,0.93,Chad,2,False
38078,1,Uzbekistan,2,True
34285,1,Russian Federation,1,True
39109,0.77,Ukraine,24,True
47991,1,Niue,1,False
24963,1,China,1,False
35654,1,Russian Federation,1,True
17444,1,Malawi,1,False
22347,1,Brazil,2,True
12821,1,Tonga,1,True
43942,1,Reunion,1,True
10775,1,Guinea,2,True
7033,1,Vietnam,1,True
38492,1,Palestinian Territory,1,False
48218,1,Lebanon,1,True
12598,1,Montserrat,3,False
42951,0.75,Marshall Islands,1,False
1671,1,Holy See (Vatican City State),1,True
5891,1,Faroe Islands,1,True
30460,0.8,Netherlands,1,False
42280,1,Micronesia,1,True
2121,0.67,Kenya,2,False
43097,0.93,Sao Tome and Principe,4,False
43344,0.6,Maldives,5,False
10157,0,Tonga,2,False
39711,1,Estonia,1,False
17178,0.25,Rwanda,1,True
22876,0.9,Marshall Islands,2,True
1236,1,Nauru,1,True
18168,0.95,Ecuador,3,False
14393,1,Indonesia,1,True
41186,1,Lebanon,1,True
41771,1,Turks and Caicos Islands,2,False
44234,0.9,Philippines,1,True
29703,1,Niue,1,False
8003,1,Uganda,1,False
48450,1,Cape Verde,2,True
5378,1,Uzbekistan,1,False
9809,1,Malta,1,False
44963,0,Togo,1,True
17445,1,Lebanon,1,False
37823,1,Gambia,3,False
43047,1,Guinea,2,True
2883,1,Tanzania,2,False
872,1,Tonga,1,False
39009,0.82,Mauritania,1,False
17120,1,Uzbekistan,2,True
39156,1,Nicaragua,1,False
21197,0.86,Kiribati,1,False
17172,1,Niue,1,False
46175,1,United Kingdom,1,True
9584,1,Canada,1,False
26485,1,Afghanistan,1,False
3362,0.4,Rwanda,1,True
35216,0.5,Marshall Islands,1,True
2949,1,French Guiana,1,True
47765,1,French Polynesia,1,False
47317,0,Gambia,1,False
15810,1,Niger,2,False
13164,0.33,Mauritania,2,False
13420,1,Uruguay,1,False
42949,1,Papua New Guinea,2,False
37251,1,Bahrain,1,True
34127,1,Uzbekistan,1,False
47847,0.96,Indonesia,3,False
11322,1,Malta,1,False
31514,0.75,Gibraltar,2,False
5262,1,Croatia,1,True
32651,1,Guinea,1,True
28177,1,Kenya,1,False
23058,1,Philippines,1,False
47643,1,Holy See (Vatican City State),1,False
48546,1,Gambia,1,True
28274,1,Jersey,1,False
36035,0.83,Bahrain,1,False
38767,0.67,Holy See (Vatican City State),1,False
34532,1,Monaco,1,False
30080,0.88,Pakistan,1,False
49234,1,Denmark,2,False
8595,1,Lebanon,3,True
38893,1,Tonga,1,False
16074,1,Faroe Islands,1,True
5047,1,Niger,1,False
50071,1,Nicaragua,1,False
33108,1,Costa Rica,3,False
767,1,Uganda,2,False
18500,1,Lithuania,1,False
48649,1,Kiribati,2,False
34951,1,Uzbekistan,1,False
35472,1,Senegal,1,True
3389,1,Estonia,13,False
28123,1,Gambia,1,False
48602,1,El Salvador,1,True
43127,1,Maldives,1,False
11549,1,Zimbabwe,1,True
39651,1,Denmark,1,False
22289,1,Guinea,1,True
39907,1,Turkmenistan,1,False
48443,1,Maldives,1,False
29880,1,Tanzania,1,False
3391,1,Iran,58,True
19246,1,Monaco,1,True
39013,0.86,Russian Federation,1,True
26813,1,Russian Federation,1,True
48710,0.8,Libyan Arab Jamahiriya,1,False
24114,0.7,Lebanon,2,True
40591,1,Reunion,1,True
42606,1,Micronesia,1,False
4360,1,Guinea,1,False
41412,1,Saint Helena,2,False
37594,1,Russian Federation,1,False
37378,0.83,Brazil,1,False
35213,0.83,Russian Federation,1,False
39379,1,Guinea,1,False
24033,1,Uganda,45,False
36687,1,Cape Verde,1,True
24700,0.33,Denmark,1,True
6149,1,Zimbabwe,1,True
1908,1,Sao Tome and Principe,2,True
37584,1,Puerto Rico,1,False
36524,1,Saint Helena,8,True
42407,1,Maldives,2,True
9011,1,Russian Federation,1,False
37725,1,Zimbabwe,1,False
35776,1,Isle of Man,1,True
5357,0.95,Sao Tome and Principe,1,False
16198,0,Sao Tome and Principe,1,True
19271,1,Jersey,11,False
24432,1,Andorra,2,True
12173,1,Uganda,9,False
30426,1,Kenya,1,False
1705,1,Russian Federation,2,True
41126,0.9,Saint Helena,1,False
42350,1,Bahamas,2,True
45097,1,Gambia,1,True
2862,1,Vanuatu,1,False
19843,1,Turkmenistan,3,True
43176,0.86,Guinea,3,False
28540,1,Vanuatu,12,False
27070,1,Uzbekistan,2,False
36867,1,Tanzania,1,False
219,1,Congo,2,False
44578,1,Niue,2,True
12070,1,Vanuatu,1,False
37499,1,French Guiana,4,True
9061,1,Rwanda,2,True
42502,1,Philippines,2,False
37406,1,Greenland,2,False
20867,1,Guinea,4,True
10700,1,Gambia,1,True
19239,1,Nicaragua,2,True
32600,1,Lebanon,1,False
26406,1,Kiribati,2,False
47515,0,Kiribati,1,False
28833,1,Venezuela,5,False
45633,1,Ecuador,1,False
24639,1,Kenya,2,True
16240,1,Tanzania,2,True
3278,0.9,Guinea,2,True
31805,0.99,Mauritania,20,False
22438,0.9,Guinea,2,True
33716,1,Gibraltar,2,False
38387,1,Sao Tome and Principe,1,True
31830,1,Tonga,1,False
5101,0.67,Nauru,1,False
43889,1,Lebanon,2,False
17771,0.9,Russian Federation,1,False
49542,1,Turkmenistan,2,False
26831,0.5,Fiji,1,False
14439,1,Svalbard & Jan Mayen Islands,1,False
49206,1,Sao Tome and Principe,1,False
42823,1,China,1,False
27130,1,Croatia,1,False
22739,1,Gambia,3,True
32161,1,Nicaragua,5,True
11600,1,Gibraltar,1,True
31749,1,Uganda,9,True
4076,0.5,Uganda,1,True
2743,0.97,China,23,False
44347,0.88,Wallis and Futuna,2,False
3104,0.43,Marshall Islands,1,False
14034,1,Russian Federation,1,False
6108,0.6,Peru,1,False
17213,1,France,1,True
46943,0.94,Peru,2,False
22324,1,Venezuela,6,True
15559,1,Barbados,1,True
44722,1,Niue,2,False
20089,1,Rwanda,1,True
10006,1,Tanzania,1,True
3476,1,Wallis and Futuna,1,False
6974,1,Barbados,1,True
36407,1,Uganda,2,True
17198,1,Gambia,1,False
40671,1,Bosnia and Herzegovina,2,True
2112,1,Nicaragua,2,False
77,0.5,Monaco,2,False
40462,1,Rwanda,1,False
29901,0.33,Lithuania,1,True
11046,1,Libyan Arab Jamahiriya,1,True
7649,1,Jersey,1,True
30023,0.75,Rwanda,1,True
32417,1,Fiji,1,True
17515,1,Philippines,5,False
4364,1,Uganda,1,False
9638,0,Tonga,2,False
8058,0.9,Niger,2,True
2445,1,El Salvador,1,True
23870,1,Brazil,1,False
13236,1,Vanuatu,1,False
42915,1,Vanuatu,1,False
7102,1,Vanuatu,4,True
12980,1,Uzbekistan,3,True
23699,1,Lebanon,1,True
28662,1,Brazil,2,False
8978,0.88,Brazil,1,True
48118,1,Guinea,1,True
452,1,Ghana,3,False
26633,1,Guinea,1,True
8096,1,Vietnam,2,False
16045,1,Anguilla,1,True
19909,1,Andorra,1,False
39986,1,Isle of Man,2,True
20413,0.67,El Salvador,1,False
44626,0.9,Niue,1,True
31871,1,Uzbekistan,1,True
22647,1,Uzbekistan,1,False
15247,1,Tunisia,1,False
45215,1,Niue,1,False
29968,1,French Guiana,1,False
2822,1,Gambia,1,True
6576,1,Gibraltar,3,True
26689,0.8,Svalbard & Jan Mayen Islands,1,False
25914,1,France,2,True
24409,1,Isle of Man,1,False
44713,1,French Guiana,1,True
32065,1,Niue,1,False
36543,1,Pakistan,1,False
17941,1,France,1,True
48671,1,Guinea,3,True
45221,1,Turkmenistan,1,True
37615,1,Vanuatu,1,False
39781,1,Brazil,1,True
38184,0.4,Estonia,1,False
13728,1,Pakistan,1,False
1366,0.25,Fiji,4,False
33336,0.75,Nicaragua,1,False
19250,1,Papua New Guinea,1,False
23437,1,Niger,1,False
41337,1,Maldives,5,False
46394,1,Estonia,1,False
24288,1,Senegal,4,False
17092,1,Estonia,2,False
38304,1,United Kingdom,1,True
11474,1,Andorra,1,True
28621,1,Marshall Islands,1,False
14663,1,Kenya,1,False
10920,1,Kenya,2,True
12177,1,France,6,True
41991,1,Mexico,1,True
49496,1,Gibraltar,1,False
48701,1,Tonga,1,False
26558,1,Micronesia,2,True
10962,1,Sao Tome and Principe,3,True
32816,0.88,Denmark,1,False
45519,1,Puerto Rico,2,False
43360,1,Denmark,2,False
38479,1,Russian Federation,2,True
7980,1,Tonga,1,False
5975,1,Guinea,2,False
47085,1,Sao Tome and Principe,1,False
49765,1,Uzbekistan,1,True
48652,1,Isle of Man,1,True
49924,0.67,Vanuatu,2,False
40526,0.9,Kenya,1,False
28703,1,Uzbekistan,2,False
49456,0,Venezuela,1,False
4920,0.98,Estonia,8,False
39972,1,Niue,1,False
41546,1,Mauritania,21,False
29813,1,Holy See (Vatican City State),1,False
36917,1,Croatia,1,True
8654,1,Christmas Island,3,False
29203,1,Kenya,1,True
591,1,Niue,2,False
35743,1,Palestinian Territory,2,True
27652,1,El Salvador,5,False
39481,1,Uzbekistan,1,True
38112,1,Malta,1,False
28602,1,Mauritania,2,False
25003,0.96,Latvia,9,True
10082,1,Isle of Man,2,True
37962,1,Gibraltar,1,True
28671,1,Malawi,2,False
23221,1,Chad,1,False
24198,0.25,French Guiana,4,False
20758,1,Uzbekistan,2,True
16881,1,Vietnam,1,True
665,1,Greenland,2,True
8518,1,Peru,1,False
17818,1,Montserrat,2,True
39847,1,Venezuela,1,False
30500,1,Zimbabwe,1,True
31063,1,Gambia,1,False
39632,1,Zimbabwe,1,True
7395,1,Niue,1,False
29261,1,Uruguay,1,True
29931,1,Brazil,1,False
25369,1,Chad,1,True
45721,1,Jersey,1,True
44783,1,Senegal,1,False
13525,1,Nauru,1,False
13931,1,Guinea,1,False
7959,1,Peru,1,False
11332,1,Croatia,2,True
37665,1,Wallis and Futuna,4,True
31340,1,El Salvador,1,True
4907,1,Lebanon,2,True
21529,1,Uzbekistan,2,True
46664,1,Croatia,2,True
39405,1,United Kingdom,1,False
25602,0.13,Kenya,2,False
40405,0,Tonga,1,False
22091,1,Faroe Islands,9,False
41478,1,Monaco,2,False
11578,1,Brazil,1,False
26868,1,Mauritania,1,True
20238,1,Guinea,1,False
6026,1,Rwanda,1,True
10612,1,Brazil,3,False
23184,1,Lebanon,1,True
39708,1,Anguilla,1,True
7707,1,Bouvet Island (Bouvetoya),1,True
46767,1,El Salvador,3,True
38701,0.4,Niger,27,False
43494,0.98,Saint Helena,5,False
41628,1,United Kingdom,1,True
9846,1,Indonesia,3,True
22097,1,United Kingdom,1,True
47858,1,Sao Tome and Principe,1,False
274,0.9,Togo,2,False
3777,1,Kiribati,1,True
22123,1,Holy See (Vatican City State),1,False
32920,0.6,Reunion,5,False
29960,1,Indonesia,1,True
9923,1,Gambia,2,False
39304,0.75,Togo,2,True
1901,1,El Salvador,1,False
31218,1,Saint Helena,1,False
11830,1,Maldives,67,True
15289,1,Monaco,1,False
50089,1,Isle of Man,2,False
4912,1,Pakistan,2,False
35273,1,Chad,1,True
46092,1,Rwanda,1,False
13935,1,Ecuador,2,False
18955,0.9,Denmark,3,False
31855,1,Kenya,2,True
15989,1,Palestinian Territory,1,True
34596,1,Rwanda,1,False
35948,1,Brazil,8,False
912,1,Monaco,1,False
36731,1,Nicaragua,7,False
37646,1,Estonia,60,False
9831,1,Micronesia,1,False
49299,0.9,Equatorial Guinea,2,False
10373,0.9,Bouvet Island (Bouvetoya),2,False
7027,1,Gibraltar,1,False
20639,1,Nicaragua,1,False
11639,0,Russian Federation,2,False
478,1,Holy See (Vatican City State),1,False
12017,1,Guinea,1,False
40737,0.89,Russian Federation,1,True
330,1,United Kingdom,1,False
16079,1,Sao Tome and Principe,1,False
14330,1,Indonesia,1,True
39033,0.5,Russian Federation,1,False
23714,1,Montserrat,1,False
18061,0.95,Marshall Islands,1,False
4979,1,United Kingdom,1,False
13240,1,Estonia,1,True
33938,1,United Kingdom,2,False
16237,1,Sao Tome and Principe,1,True
9689,1,Guinea,2,False
25913,0.89,Uzbekistan,1,False
46668,1,Malta,2,True
19008,1,Kiribati,1,False
4237,0.33,Holy See (Vatican City State),1,False
3994,1,Kenya,1,True
34753,1,El Salvador,1,True
25860,1,Brunei Darussalam,1,True
35443,1,French Guiana,1,True
8656,1,Venezuela,1,False
24349,1,Guinea,2,True
34559,1,Isle of Man,1,True
12800,1,Malawi,2,False
4913,1,Gambia,1,False
22713,1,Uganda,1,False
3355,0.78,Faroe Islands,2,True
39952,1,Tonga,21,False
25874,1,Malta,1,True
32007,0.8,El Salvador,2,False
49555,1,Saint Pierre and Miquelon,4,True
14227,0.8,Svalbard & Jan Mayen Islands,1,True
49043,1,Micronesia,4,True
31381,1,Niue,2,False
13747,1,Niue,1,True
21249,0.8,Sao Tome and Principe,1,False
34220,1,Estonia,1,True
44593,0.83,Gambia,1,False
44336,0.83,Monaco,1,True
27597,1,Portugal,7,True
5690,1,Isle of Man,2,True
17347,1,Jersey,1,False
20120,1,Wallis and Futuna,10,False
35170,1,Vietnam,5,True
43919,1,Ghana,1,False
45079,0.75,Tonga,1,True
33168,1,Senegal,1,True
35356,1,Russian Federation,2,True
18170,0.88,France,1,False
11380,1,United Kingdom,1,True
4011,1,French Guiana,3,False
21358,1,Congo,1,False
27392,0.9,Sao Tome and Principe,1,False
22117,1,Tonga,1,False
2037,0.8,Gambia,1,False
36370,1,Puerto Rico,1,False
43115,1,Maldives,1,True
17054,1,Nicaragua,1,False
12107,1,Fiji,2,True
17637,1,Monaco,1,True
43207,1,Venezuela,1,False
4600,0.7,Marshall Islands,1,True
12501,1,Sao Tome and Principe,2,False
42435,1,Russian Federation,3,True
16472,0.67,Sao Tome and Principe,1,True
6154,0.86,Sao Tome and Principe,1,False
29289,1,Kiribati,1,False
21060,1,Tunisia,1,False
43175,1,El Salvador,1,False
13975,1,Mexico,2,False
12765,1,Zimbabwe,1,True
20796,1,Togo,2,False
27572,0.67,Niue,1,False
16344,1,Nicaragua,1,False
19457,0.7,Monaco,1,True
2242,0.9,Monaco,1,False
41349,1,Jersey,1,False
49076,0.97,Kenya,12,True
20909,1,Gambia,1,False
16615,1,Chad,1,False
3940,1,Pakistan,2,False
43415,1,Gambia,1,False
20411,1,Pakistan,4,True
43795,0.89,Vanuatu,1,False
27105,0.5,Turkmenistan,1,False
6276,1,Zimbabwe,5,False
16312,1,Kiribati,11,False
2907,1,Pitcairn Islands,2,True
47565,1,Kiribati,1,True
41089,1,Gambia,3,True
21644,1,Australia,1,False
43048,1,France,1,True
3604,0.63,Tunisia,1,False
37510,1,Zimbabwe,1,True
11210,0.29,Estonia,1,False
8985,1,Gibraltar,1,True
25053,0.25,Uzbekistan,1,True
27398,1,Niue,1,False
14090,0.67,Costa Rica,1,False
40678,1,Ecuador,3,True
48918,1,Slovakia (Slovak Republic),1,True
32679,1,Papua New Guinea,1,True
5037,1,El Salvador,1,True
35712,1,Marshall Islands,1,True
27015,1,Kenya,2,True
17694,1,Isle of Man,4,True
3015,1,Nicaragua,3,False
37237,1,Tunisia,1,False
43134,1,Suriname,6,False
11100,1,Nicaragua,1,False
11946,0.89,Zimbabwe,2,False
11847,0.71,Sao Tome and Principe,1,True
35813,1,Kiribati,1,False
34344,1,Denmark,1,False
7696,0.97,Russian Federation,7,True
4125,1,Guernsey,1,True
33179,1,Rwanda,13,False
27263,0.8,China,5,False
41518,1,Montserrat,13,True
22129,1,Moldova,1,False
40112,1,Cape Verde,1,False
39023,1,Niue,1,True
19564,1,Turks and Caicos Islands,2,True
45270,1,Jersey,1,True
32410,1,United Kingdom,5,False
47448,1,Gibraltar,1,True
31124,1,France,3,False
33873,1,Turks and Caicos Islands,8,True
13153,1,Zimbabwe,1,False
1360,0.86,Guernsey,1,False
26449,1,Micronesia,1,False
29138,0.88,Kiribati,2,False
9711,0.89,Micronesia,2,True
16627,1,France,1,False
46124,1,Niue,1,False
19491,1,Vietnam,1,True
20110,1,Micronesia,1,False
48980,1,Mauritania,2,False
40039,1,Croatia,1,False
47256,0.5,Marshall Islands,1,False
38537,1,Russian Federation,1,False
36641,1,Vietnam,5,False
32031,1,Zimbabwe,1,True
43834,0.99,Uganda,13,False
42879,1,Gambia,1,False
17060,1,Monaco,1,False
6794,1,Bosnia and Herzegovina,2,True
13821,1,United Kingdom,2,False
23710,1,Gambia,5,False
7248,1,Nicaragua,2,False
25485,1,Kiribati,1,False
16706,1,France,1,True
4014,1,United Kingdom,1,False
34646,1,Jersey,1,False
27186,1,Zimbabwe,7,True
255,0.5,Gibraltar,1,False
48334,1,Guinea,12,False
7287,1,Guinea,1,False
45808,1,Uganda,1,False
4685,0.43,Fiji,1,False
3231,1,Christmas Island,1,False
6999,1,Brazil,1,False
17873,1,El Salvador,1,False
28278,0.9,Chile,1,True
15616,0.83,Tonga,1,False
7571,0.33,Kiribati,2,False
28021,0.83,Isle of Man,2,False
41501,1,Montserrat,2,True
33007,1,Croatia,1,True
33163,1,Marshall Islands,1,False
44762,1,Estonia,1,True
22614,0.63,Zimbabwe,1,True
30962,1,Jersey,2,True
34627,1,Tanzania,1,False
23668,1,Fiji,2,False
41853,1,Denmark,1,False
3167,1,Micronesia,3,False
22082,1,Isle of Man,1,True
8367,1,Nicaragua,1,False
4816,0.9,Somalia,3,False
13033,0.8,Moldova,3,True
27367,1,Maldives,1,False
27819,1,Kenya,1,False
1063,1,Papua New Guinea,4,False
31966,0.75,Nauru,1,False
12272,0.5,Zimbabwe,1,True
