Id,CompanyId,ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,Crew,CancellationPolicy,Price,DCheckComplete,MoonClearanceComplete
16797,18038,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1312,False,False
8353,49528,Switzerland,Type F5,Plasma,ThetaBase Services,4,6,4,flexible,7370,False,False
74187,21680,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2690,True,False
69452,31662,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,1,1,moderate,1650,False,False
29099,23109,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1975,False,False
30319,29587,Barbados,Type O3,Quantum,ThetaBase Services,1,2,2,flexible,2300,False,False
25033,42250,Malta,Type V5,Quantum,ThetaBase Services,1,2,2,flexible,1234,False,False
43902,11434,Anguilla,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1260,False,False
50111,32631,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1195,False,False
14901,18922,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
25187,37314,Russian Federation,Type G0,Plasma,ThetaBase Services,1,4,1,strict,2430,False,False
59442,28041,Malta,Type F5,Plasma,ThetaBase Services,2,4,2,flexible,2820,False,False
30729,18732,Gambia,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1260,False,False
42686,49556,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,4,7,4,strict,3197,False,False
61222,25105,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2027,False,False
68855,15430,Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1507,False,False
38021,43812,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1195,False,False
1047,23791,Chad,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1130,False,False
52358,12087,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2105,True,False
3773,26783,Faroe Islands,Type F5,Plasma,ThetaBase Services,2,4,2,strict,2430,False,False
48247,26783,Faroe Islands,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1650,False,False
37031,11618,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1260,False,False
42089,15904,Malta,Type Z6,Plasma,ThetaBase Services,1,3,1,strict,2027,True,False
40093,2285,Anguilla,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1975,False,False
38705,6860,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,True,False
24244,4154,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1260,False,False
75414,38957,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1585,False,False
20185,27972,Anguilla,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2495,False,False
4738,20579,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1390,False,False
15556,46719,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1520,False,False
51235,1577,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1143,False,False
76739,33077,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1325,False,False
54160,41927,Malta,Type V5,Plasma,ThetaBase Services,3,6,3,flexible,2495,False,False
3844,6959,Barbados,Type O3,Quantum,ThetaBase Services,1,3,3,flexible,1910,False,False
7505,17010,Anguilla,Type F5,Plasma,ThetaBase Services,3,6,3,strict,4770,False,False
10295,48334,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1546,True,False
16061,48334,United Kingdom,Type V5,Quantum,ThetaBase Services,1,3,1,strict,1559,True,False
62078,48334,United Kingdom,Type V5,Quantum,ThetaBase Services,1,3,2,strict,1650,True,False
5293,22892,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1585,False,False
41097,26850,Costa Rica,Type V5,Plasma,ThetaBase Services,0,4,2,moderate,1767,False,False
55115,11618,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1260,False,False
28308,36641,Barbados,Type V5,Plasma,ThetaBase Services,0,2,1,moderate,2235,False,False
70737,28832,Kiribati,Type V7,Quantum,ThetaBase Services,1,2,1,strict,1260,False,False
49887,11772,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1780,True,False
21774,33335,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2534,False,False
16453,6423,Marshall Islands,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1195,False,False
63500,24852,Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,2,strict,2027,False,False
53372,2684,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
3246,15717,Anguilla,Type F5,Plasma,ThetaBase Services,3,8,3,flexible,4120,False,False
68510,33305,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1715,False,False
55853,29678,Kiribati,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
11861,25507,Marshall Islands,Type F5,Plasma,ThetaBase Services,5,8,7,strict,3470,False,False
53203,21884,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3,5,3,strict,2040,False,False
71764,48662,Malta,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1208,False,False
55348,18087,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2677,False,False
3656,17010,Anguilla,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1325,False,False
14995,22091,Indonesia,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1845,False,False
45237,27972,Micronesia,Type V5,Plasma,ThetaBase Services,0,2,1,strict,2248,False,False
21151,18087,Micronesia,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,2040,False,False
1439,43449,Uzbekistan,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1520,False,False
14486,12783,Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1455,False,False
50675,17431,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1975,False,False
53541,30570,Bouvet Island (Bouvetoya),Type V5,Plasma,"Banks, Wood and Phillips",0,2,1,moderate,1520,True,False
16377,40706,El Salvador,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1195,True,False
23622,9200,Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1442,False,False
37310,5229,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
44459,44716,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1767,True,False
65455,35362,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1845,True,False
18198,2787,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,3,flexible,1624,False,False
11955,2786,Faroe Islands,Type O3,Quantum,ThetaBase Services,1,2,0,moderate,1520,False,False
65888,19681,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1910,True,False
9359,5441,Bouvet Island (Bouvetoya),Type V7,Quantum,ThetaBase Services,1,2,1,flexible,1455,False,False
15794,45727,Niue,Type F5,Plasma,ThetaBase Services,2,4,2,strict,3457,False,False
66616,40349,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,1,0,flexible,1195,False,False
8044,41999,Nicaragua,Type V5,Plasma,"Banks, Wood and Phillips",0,2,1,strict,2170,False,False
19990,37092,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1325,False,False
66247,2643,Anguilla,Type V5,Plasma,ThetaBase Services,1,3,1,flexible,2300,False,False
4080,19286,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2820,False,False
69590,37151,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1377,False,False
1416,13277,Micronesia,Type V5,Plasma,ThetaBase Services,1,4,2,strict,2560,True,False
58170,22634,Gambia,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1260,True,False
8553,4512,Malta,Type V5,Nuclear,ThetaBase Services,1,2,1,flexible,1390,False,False
39385,42892,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1364,True,False
8745,31519,Indonesia,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1247,True,False
52008,14560,Barbados,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1637,True,False
68141,11508,Malta,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1273,False,False
6688,40862,Niue,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1455,False,False
21287,22742,Barbados,Type V5,Plasma,ThetaBase Services,1,3,1,flexible,2430,False,False
28553,10775,Niue,Type V5,Plasma,ThetaBase Services,1,3,2,flexible,2040,False,False
14375,10068,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,2027,False,False
40488,10068,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,3197,False,False
59137,36706,Malta,Type F5,Plasma,ThetaBase Services,3,6,3,moderate,3795,False,False
26941,33399,Faroe Islands,Type F5,Plasma,ThetaBase Services,0,2,1,moderate,1650,True,False
46705,18405,Rwanda,Type Z6,Plasma,ThetaBase Services,1,2,1,strict,2365,False,False
76201,21014,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1130,False,False
38570,26228,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1520,False,False
995,45602,Micronesia,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2560,False,False
56417,26789,Niue,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
50917,40671,Barbados,Type V5,Plasma,ThetaBase Services,3,7,4,strict,2456,True,False
47510,44457,Barbados,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1975,False,False
45408,34685,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,1,2,1,flexible,2040,False,False
41575,46536,Nicaragua,Type V5,Plasma,ThetaBase Services,3,6,2,flexible,28170,False,False
44738,41439,United Kingdom,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2040,False,False
64571,21008,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,2560,False,False
38522,5220,Rwanda,Type Z6,Plasma,Warwick Technology Multinational,0,2,1,moderate,1767,False,False
31769,15232,Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1897,True,False
59019,17910,Barbados,Type V5,Plasma,ThetaBase Services,1,4,2,strict,2430,False,False
62376,45630,Barbados,Type F5,Plasma,ThetaBase Services,4,7,4,moderate,8540,True,False
26385,9212,Indonesia,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1325,False,False
55851,10475,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
58857,38172,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,1,moderate,1910,False,False
33428,4445,Costa Rica,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
51897,33283,Nicaragua,Type V5,Plasma,ThetaBase Services,0,2,1,moderate,2014,True,False
7126,46226,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2170,False,False
73462,21860,Gambia,Type V2,Plasma,ThetaBase Services,4,6,2,moderate,3730,False,False
11564,12836,Rwanda,Type O3,Quantum,ThetaBase Services,1,2,1,flexible,1910,False,False
11251,49043,Costa Rica,Type V2,Quantum,ThetaBase Services,1,2,1,moderate,1273,True,False
42234,42682,Niue,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1975,False,False
26525,9640,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,2,moderate,1377,False,False
22788,43883,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1520,False,False
6297,36270,Rwanda,Type V5,Plasma,ThetaBase Services,2,5,2,flexible,3067,True,False
34644,27289,Barbados,Type V5,Quantum,ThetaBase Services,1,4,3,strict,2157,True,False
45179,30826,Bouvet Island (Bouvetoya),Type Y4,Plasma,ThetaBase Services,1,2,1,flexible,2105,True,False
22828,14486,Anguilla,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
77090,1454,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,2,flexible,1390,False,False
69814,46613,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,2,flexible,1390,True,False
35634,34550,Rwanda,Type O3,Quantum,"Banks, Wood and Phillips",1,2,1,strict,1390,False,False
8711,27394,Rwanda,Type V5,Quantum,ThetaBase Services,1,3,1,flexible,1325,False,False
9197,48455,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1624,False,False
1816,97,Micronesia,Type F5,Plasma,ThetaBase Services,1,2,1,flexible,2287,False,False
63132,7561,Nicaragua,Type G0,Plasma,ThetaBase Services,3,8,4,moderate,3717,True,False
19183,20338,Anguilla,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2170,False,False
26026,13861,Rwanda,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2170,False,False
76420,41661,Barbados,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2716,False,False
15870,16260,Kiribati,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1546,False,False
27764,32531,Chad,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1182,True,False
51971,8740,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1910,False,False
66699,28131,Anguilla,Type V7,Quantum,ThetaBase Services,1,1,1,strict,1143,False,False
15307,47072,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,2,flexible,2625,False,False
67910,29823,United Kingdom,Type V5,Quantum,"Banks, Wood and Phillips",2,1,2,flexible,1169,False,False
32026,18903,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1754,False,False
53819,21485,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1650,False,False
41513,33995,Niue,Type V5,Plasma,ThetaBase Services,0,1,1,flexible,1520,False,False
23599,15485,Barbados,Type V5,Plasma,ThetaBase Services,2,5,2,moderate,3470,False,False
6920,47042,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,1,strict,1897,False,False
37359,47042,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1585,False,False
29107,6817,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1325,False,False
43582,7145,Malta,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1806,False,False
3351,8518,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1377,True,False
35585,42072,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
65043,9846,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1780,False,False
26060,30201,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,2495,False,False
11912,9524,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1364,False,False
75288,267,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,2170,False,False
32623,6959,Barbados,Type O3,Nuclear,ThetaBase Services,1,1,1,flexible,1195,False,False
58138,32531,Chad,Type V5,Quantum,ThetaBase Services,1,1,1,strict,1195,True,False
28617,23374,Isle of Man,Type V5,Plasma,ThetaBase Services,1,4,2,flexible,1910,False,False
47654,44397,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,strict,1468,False,False
68943,20236,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1455,True,False
32616,4008,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1767,True,False
58199,9025,Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1260,False,False
75703,23332,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1650,False,False
55419,41047,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,2,moderate,2170,False,False
49381,5423,Malta,Type V5,Quantum,Warwick Technology Multinational,1,2,1,flexible,1377,False,False
52365,34620,Uzbekistan,Type V5,Plasma,ThetaBase Services,1,3,2,strict,2495,False,False
54406,41233,Estonia,Type F5,Quantum,ThetaBase Services,1,2,1,strict,1273,True,False
48090,11576,Rwanda,Type V5,Quantum,SIT Technology Unlimited,1,2,1,flexible,1910,False,False
18963,21607,Indonesia,Type F5,Quantum,ThetaBase Services,1,1,1,moderate,1247,True,False
55172,25117,United Kingdom,Type V5,Plasma,ThetaBase Services,1,4,2,flexible,1975,False,False
1611,40542,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1728,True,False
68645,17734,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1715,False,False
48308,11582,Anguilla,Type F5,Quantum,ThetaBase Services,1,3,2,moderate,1455,False,False
37264,11582,Anguilla,Type F5,Quantum,ThetaBase Services,1,4,3,moderate,1520,False,False
45746,21441,United Kingdom,Type F5,Plasma,ThetaBase Services,4,6,5,flexible,3327,False,False
8753,47850,Russian Federation,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1247,False,False
21058,38189,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2170,False,False
25819,35793,Malta,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1455,False,False
28941,20809,Gambia,Type F5,Plasma,ThetaBase Services,2,4,2,strict,3405,False,False
17911,18126,Niue,Type F5,Plasma,ThetaBase Services,1,2,1,moderate,1910,False,False
49116,23516,Rwanda,Type V5,Quantum,ThetaBase Services,1,1,3,flexible,1325,False,False
63431,4075,Gambia,Type F5,Quantum,ThetaBase Services,1,2,2,flexible,1195,False,False
50993,42711,Pakistan,Type V5,Plasma,ThetaBase Services,2,3,2,moderate,1910,False,False
76140,9773,Wallis and Futuna,Type O3,Quantum,ThetaBase Services,1,2,1,moderate,2040,False,False
4512,12787,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1767,False,False
218,29167,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2157,False,False
1206,3126,Rwanda,Type V5,Plasma,ThetaBase Services,1,4,1,flexible,1715,False,False
73177,31916,Barbados,Type V5,Plasma,ThetaBase Services,2,4,2,flexible,5420,False,False
28706,18715,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1650,False,False
43147,2004,Rwanda,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1221,False,False
35981,46609,Barbados,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2547,True,False
35040,38945,Malta,Type V5,Plasma,ThetaBase Services,1,3,2,flexible,1845,False,False
8590,5418,Rwanda,Type F5,Quantum,ThetaBase Services,1,1,1,flexible,1286,False,False
19428,28276,El Salvador,Type O3,Quantum,ThetaBase Services,1,1,1,flexible,1195,False,False
33573,30486,Faroe Islands,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1260,False,False
9654,15661,Marshall Islands,Type W5,Quantum,ThetaBase Services,1,1,3,flexible,1650,False,False
27250,15661,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1650,False,False
61603,29419,United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,1975,True,False
63464,11294,Uzbekistan,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1520,False,False
24803,17214,Marshall Islands,Type V5,Plasma,ThetaBase Services,2,4,2,moderate,1520,True,False
34830,28828,Malta,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2287,False,False
54555,28828,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,3,5,3,strict,2547,False,False
13838,1094,Switzerland,Type F5,Quantum,ThetaBase Services,1,2,2,strict,1104,True,False
19513,10055,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,2157,False,False
67457,14090,Uzbekistan,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
53412,19958,Micronesia,Type V5,Plasma,ThetaBase Services,2,5,2,strict,5095,True,False
44781,19958,Micronesia,Type V5,Plasma,ThetaBase Services,2,5,0,strict,5095,True,False
70793,13866,Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1650,False,False
23433,36910,Estonia,Type V5,Quantum,"Banks, Wood and Phillips",1,1,1,flexible,1169,False,False
51265,42549,Costa Rica,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1650,False,False
51949,25613,Kiribati,Type F5,Plasma,ThetaBase Services,3,4,2,flexible,4640,True,False
74959,38641,Malta,Type V5,Plasma,ThetaBase Services,3,6,3,flexible,3210,False,False
72608,23603,Costa Rica,Type Z6,Plasma,ThetaBase Services,1,2,1,moderate,1585,False,False
54842,30431,Niue,Type Z6,Quantum,ThetaBase Services,1,2,0,flexible,2690,False,False
6881,44653,Niue,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,2170,False,False
14788,13154,Nicaragua,Type V5,Plasma,ThetaBase Services,1,2,1,strict,2157,False,False
42374,22324,Rwanda,Type V5,Quantum,ThetaBase Services,1,5,3,moderate,2183,True,False
55458,22324,Rwanda,Type V5,Quantum,ThetaBase Services,0,3,2,moderate,2105,True,False
50424,35544,Micronesia,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1624,False,False
65474,42355,Russian Federation,Type F5,Plasma,ThetaBase Services,3,6,3,moderate,2235,False,False
47460,13849,Malta,Type V5,Plasma,ThetaBase Services,2,4,2,strict,2170,False,False
34145,42355,Russian Federation,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1429,False,False
18213,11567,Micronesia,Type G0,Plasma,ThetaBase Services,1,4,2,strict,2950,True,False
61231,23256,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1585,True,False
56115,28445,Costa Rica,Type V5,Plasma,ThetaBase Services,1,4,1,strict,1884,False,False
62190,15661,Marshall Islands,Type W5,Quantum,ThetaBase Services,1,2,1,flexible,1390,False,False
16267,38278,Barbados,Type V5,Plasma,ThetaBase Services,1,2,1,flexible,1910,False,False
36596,15661,Marshall Islands,Type F5,Quantum,ThetaBase Services,1,2,1,moderate,1390,False,False
23722,23045,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1,1,1,strict,1338,True,False
34504,19982,Barbados,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1377,False,False
29675,22402,Micronesia,Type V5,Quantum,ThetaBase Services,2,4,2,strict,2118,False,False
43118,944,Barbados,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1702,False,False
67656,16069,Faroe Islands,Type V5,Plasma,Warwick Technology Multinational,2,3,2,moderate,2118,False,False
52543,32433,Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,3,5,5,strict,3015,False,False
25723,38378,Niue,Type V2,Plasma,ThetaBase Services,3,8,2,strict,3340,False,False
24144,23460,United Kingdom,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1260,False,False
55722,18163,Indonesia,Type F5,Plasma,ThetaBase Services,3,6,4,strict,2196,False,False
38453,30787,Malta,Type V5,Plasma,ThetaBase Services,3,8,3,strict,3795,False,False
46473,49081,Micronesia,Type V5,Plasma,ThetaBase Services,2,3,2,strict,3145,False,False
37823,19749,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1,2,2,strict,1507,False,False
25314,39330,United Kingdom,Type V5,Quantum,"Banks, Wood and Phillips",1,1,1,flexible,1221,False,False
37077,8525,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
59653,7043,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,2144,True,False
63766,15391,Micronesia,Type V5,Plasma,ThetaBase Services,2,6,3,flexible,2690,False,False
63151,15311,Malta,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1910,False,False
6180,5166,Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,2,strict,3730,True,False
24560,23859,Nicaragua,Type V5,Plasma,ThetaBase Services,2,4,2,strict,1910,False,False
74276,5166,Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,2,strict,3210,True,False
70474,5166,Russian Federation,Type V5,Plasma,ThetaBase Services,1,4,1,strict,2820,True,False
30923,22324,Rwanda,Type V5,Plasma,ThetaBase Services,2,8,5,moderate,3080,False,False
44758,27134,Niue,Type F5,Plasma,ThetaBase Services,5,6,5,strict,6005,True,False
3846,16928,Malta,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1299,False,False
68945,46152,Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1455,False,False
49622,6647,Malta,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1520,False,False
32662,79,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1871,False,False
4060,30960,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,5,2,flexible,1845,False,False
58784,19731,Costa Rica,Type V5,Plasma,"Banks, Wood and Phillips",0,2,1,strict,1650,False,False
23590,21602,Niue,Type V5,Plasma,ThetaBase Services,1,2,1,strict,1715,False,False
58812,15049,Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1,2,1,flexible,1845,True,False
54898,9817,Malta,Type V5,Quantum,ThetaBase Services,1,1,1,moderate,1260,False,False
75910,20630,Indonesia,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
72721,467,Chad,Type F5,Plasma,ThetaBase Services,4,5,4,moderate,1910,False,False
7987,4630,Malta,Type V5,Plasma,ThetaBase Services,1,4,1,strict,2287,True,False
46910,42881,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,1,strict,1416,True,False
23989,4709,Kiribati,Type W5,Plasma,ThetaBase Services,3,6,3,flexible,2820,False,False
19376,28743,Costa Rica,Type V5,Plasma,ThetaBase Services,1,2,1,moderate,1520,True,False
16159,5166,Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,2,strict,3405,True,False
19272,27100,Micronesia,Type F5,Plasma,ThetaBase Services,1,4,1,moderate,2430,False,False
1646,27240,Malta,Type V5,Plasma,ThetaBase Services,2,6,2,strict,2820,True,False
639,48403,Wallis and Futuna,Type F5,Plasma,ThetaBase Services,2,4,2,flexible,3470,False,False
70413,2934,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1520,False,False
20428,3372,Rwanda,Type F5,Plasma,ThetaBase Services,1,4,1,strict,2430,False,False
21854,14976,Rwanda,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1390,False,False
1650,18468,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,1,2,1,flexible,1780,False,False
52439,44026,Malta,Type V5,Quantum,ThetaBase Services,1,2,1,moderate,1845,False,False
11618,19532,Uzbekistan,Type V5,Quantum,ThetaBase Services,1,1,1,flexible,1260,False,False
31892,44031,Malta,Type V5,Plasma,ThetaBase Services,0,2,1,flexible,1676,False,False
59307,36864,Micronesia,Type V5,Plasma,ThetaBase Services,0,4,1,flexible,2599,False,False
52633,39,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,1650,False,False
27621,17686,Barbados,Type V5,Plasma,ThetaBase Services,2,5,2,strict,2040,False,False
6606,45979,Malta,Type V2,Quantum,ThetaBase Services,1,2,1,moderate,1234,False,False
66005,24131,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1,2,1,flexible,2170,False,False
45756,27096,Costa Rica,Type F5,Plasma,ThetaBase Services,3,6,3,strict,3145,False,False
26202,40075,United Kingdom,Type V5,Quantum,ThetaBase Services,1,2,1,strict,1117,False,False
54119,44678,Russian Federation,Type V2,Quantum,ThetaBase Services,1,2,1,moderate,1325,True,False
3533,26780,Niue,Type V2,Quantum,ThetaBase Services,1,2,1,strict,1377,True,False
